"Датум","Цена на последна трансакција","Мак.","Мин.","Просечна цена","%пром.","Количина","Промет во БЕСТ во денари","Вкупен промет во денари"
"07.3.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"10.3.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"11.3.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"12.3.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"13.3.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"14.3.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"17.3.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"18.3.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"19.3.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"20.3.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"21.3.2014","48.100,00","48.100,00","48.100,00","48.100,00","-1,43","10","481.000","481.000"
"24.3.2014","48.100,00","48.100,00","48.100,00","48.100,00","0,00","2","96.200","96.200"
"25.3.2014","48.000,00","48.000,00","48.000,00","48.000,00","-0,21","22","1.056.000","1.056.000"
"26.3.2014","48.000,00","","","48.000,00","0,00","0","0","0"
"27.3.2014","48.000,00","48.000,00","47.999,00","47.999,83","0,00","6","287.999","287.999"
"28.3.2014","48.000,00","","","47.999,83","0,00","0","0","0"
"31.3.2014","48.000,00","","","47.999,83","0,00","0","0","0"
"01.4.2014","48.300,00","48.300,00","48.300,00","48.300,00","0,63","3","144.900","144.900"
"02.4.2014","48.300,00","","","48.300,00","0,00","0","0","0"
"03.4.2014","48.300,00","","","48.300,00","0,00","0","0","0"
"04.4.2014","48.300,00","","","48.300,00","0,00","0","0","0"
"07.4.2014","48.300,00","","","48.300,00","0,00","0","0","0"
"08.4.2014","48.800,00","48.800,00","48.800,00","48.800,00","1,04","2","97.600","97.600"
"09.4.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"10.4.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"11.4.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"14.4.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"15.4.2014","48.800,00","","","48.800,00","0,00","0","0","0"
"16.4.2014","48.501,00","48.501,00","48.501,00","48.501,00","-0,61","2","97.002","97.002"
"17.4.2014","48.501,00","","","48.501,00","0,00","0","0","0"
"22.4.2014","48.501,00","","","48.501,00","0,00","0","0","0"
"23.4.2014","48.501,00","","","48.501,00","0,00","0","0","0"
"24.4.2014","48.501,00","","","48.501,00","0,00","0","0","0"
"25.4.2014","48.501,00","","","48.501,00","0,00","0","0","0"
"28.4.2014","48.501,00","","","48.501,00","0,00","0","0","0"
"29.4.2014","48.502,00","48.502,00","48.502,00","48.502,00","0,00","2","97.004","97.004"
"30.4.2014","48.800,00","48.800,00","48.800,00","48.800,00","0,61","5","244.000","244.000"
"02.5.2014","49.000,00","49.000,00","49.000,00","49.000,00","0,41","2","98.000","98.000"
"05.5.2014","49.000,00","49.000,00","49.000,00","49.000,00","0,00","17","833.000","833.000"
"06.5.2014","49.002,00","49.002,00","49.002,00","49.002,00","0,00","5","245.010","245.010"
"07.5.2014","49.500,00","49.500,00","49.500,00","49.500,00","1,02","5","247.500","247.500"
"08.5.2014","49.100,00","49.200,00","49.001,00","49.065,60","-0,88","20","981.312","981.312"
"09.5.2014","49.500,00","49.500,00","49.500,00","49.500,00","0,89","3","148.500","148.500"
"12.5.2014","49.101,00","49.101,00","49.101,00","49.101,00","-0,81","1","49.101","49.101"
"13.5.2014","49.101,00","","","49.101,00","0,00","0","0","0"
"14.5.2014","44.200,00","44.200,00","44.200,00","44.200,00","-9,98","4","176.800","176.800"
"15.5.2014","44.200,00","","","44.200,00","0,00","0","0","0"
"16.5.2014","44.200,00","","","44.200,00","0,00","0","0","0"
"19.5.2014","44.200,00","","","44.200,00","0,00","0","0","0"
"20.5.2014","44.200,00","","","44.200,00","0,00","0","0","0"
"21.5.2014","45.500,00","45.500,00","45.500,00","45.500,00","2,94","10","455.000","455.000"
"22.5.2014","45.500,00","45.500,00","45.500,00","45.500,00","0,00","4","182.000","182.000"
"23.5.2014","45.500,00","","","45.500,00","0,00","0","0","0"
"26.5.2014","45.500,00","","","45.500,00","0,00","0","0","0"
"27.5.2014","45.500,00","","","45.500,00","0,00","0","0","0"
"28.5.2014","45.500,00","","","45.500,00","0,00","0","0","0"
"29.5.2014","45.500,00","","","45.500,00","0,00","0","0","0"
"30.5.2014","45.500,00","","","45.500,00","0,00","0","0","0"
"02.6.2014","45.500,00","","","45.500,00","0,00","0","0","0"
"03.6.2014","45.500,00","","","45.500,00","0,00","0","0","0"
"04.6.2014","45.500,00","","","45.500,00","0,00","0","0","0"
"05.6.2014","45.500,00","","","45.500,00","0,00","0","0","0"
"09.6.2014","45.500,00","","","45.500,00","0,00","0","0","0"
"10.6.2014","45.500,00","","","45.500,00","0,00","0","0","0"
"11.6.2014","44.500,00","44.500,00","44.500,00","44.500,00","-2,20","23","1.023.500","1.023.500"
"12.6.2014","44.500,00","","","44.500,00","0,00","0","0","0"
"13.6.2014","44.500,00","","","44.500,00","0,00","0","0","0"
"16.6.2014","44.500,00","","","44.500,00","0,00","0","0","0"
"17.6.2014","44.500,00","","","44.500,00","0,00","0","0","0"
"18.6.2014","44.500,00","","","44.500,00","0,00","0","0","0"
"19.6.2014","44.500,00","","","44.500,00","0,00","0","0","0"
"20.6.2014","44.500,00","","","44.500,00","0,00","0","0","0"
"23.6.2014","44.500,00","44.500,00","44.500,00","44.500,00","0,00","3","133.500","133.500"
"24.6.2014","44.500,00","","","44.500,00","0,00","0","0","0"
"25.6.2014","45.000,00","45.000,00","45.000,00","45.000,00","1,12","6","270.000","270.000"
"26.6.2014","45.000,00","","","45.000,00","0,00","0","0","0"
"27.6.2014","45.000,00","45.000,00","45.000,00","45.000,00","0,00","13","585.000","585.000"
"30.6.2014","45.000,00","","","45.000,00","0,00","0","0","0"
"01.7.2014","45.000,00","","","45.000,00","0,00","0","0","0"
"02.7.2014","45.500,00","45.500,00","45.500,00","45.500,00","1,11","10","455.000","455.000"
"03.7.2014","45.502,00","45.502,00","45.502,00","45.502,00","0,00","1","45.502","45.502"
"04.7.2014","45.502,00","","","45.502,00","0,00","0","0","0"
"07.7.2014","45.502,00","","","45.502,00","0,00","0","0","0"
"08.7.2014","45.502,00","","","45.502,00","0,00","0","0","0"
"09.7.2014","45.502,00","","","45.502,00","0,00","0","0","0"
"10.7.2014","45.502,00","","","45.502,00","0,00","0","0","0"
"11.7.2014","45.502,00","","","45.502,00","0,00","0","0","0"
"14.7.2014","45.502,00","","","45.502,00","0,00","0","0","0"
"15.7.2014","45.550,00","45.550,00","45.550,00","45.550,00","0,11","10","455.500","455.500"
"16.7.2014","45.550,00","","","45.550,00","0,00","0","0","0"
"17.7.2014","45.550,00","","","45.550,00","0,00","0","0","0"
"18.7.2014","45.551,00","45.551,00","45.551,00","45.551,00","0,00","1","45.551","45.551"
"21.7.2014","45.551,00","","","45.551,00","0,00","0","0","0"
"22.7.2014","45.551,00","","","45.551,00","0,00","0","0","0"
"23.7.2014","45.551,00","","","45.551,00","0,00","0","0","0"
"24.7.2014","45.551,00","","","45.551,00","0,00","0","0","0"
"25.7.2014","45.551,00","","","45.551,00","0,00","0","0","0"
"29.7.2014","45.551,00","","","45.551,00","0,00","0","0","0"
"30.7.2014","45.551,00","","","45.551,00","0,00","0","0","0"
"31.7.2014","49.200,00","49.200,00","49.199,00","49.199,50","8,01","2","98.399","98.399"
"01.8.2014","49.500,00","49.500,00","49.500,00","49.500,00","0,61","1","49.500","49.500"
"04.8.2014","49.500,00","","","49.500,00","0,00","0","0","0"
"05.8.2014","50.985,00","50.985,00","50.985,00","50.985,00","3,00","2","101.970","101.970"
"06.8.2014","50.985,00","","","50.985,00","0,00","0","0","0"
"07.8.2014","50.985,00","","","50.985,00","0,00","0","0","0"
"08.8.2014","50.000,00","50.000,00","50.000,00","50.000,00","-1,93","1","50.000","50.000"
"11.8.2014","50.000,00","","","50.000,00","0,00","0","0","0"
"12.8.2014","50.000,00","","","50.000,00","0,00","0","0","0"
"13.8.2014","50.000,00","","","50.000,00","0,00","0","0","0"
"14.8.2014","50.000,00","","","50.000,00","0,00","0","0","0"
"15.8.2014","51.500,00","51.500,00","51.500,00","51.500,00","3,00","2","103.000","103.000"
"18.8.2014","51.500,00","","","51.500,00","0,00","0","0","0"
"19.8.2014","51.500,00","","","51.500,00","0,00","0","0","0"
"20.8.2014","53.000,00","53.000,00","53.000,00","53.000,00","2,91","2","106.000","106.000"
"21.8.2014","53.500,00","53.500,00","53.500,00","53.500,00","0,94","2","107.000","107.000"
"22.8.2014","53.500,00","","","53.500,00","0,00","0","0","0"
"25.8.2014","53.500,00","","","53.500,00","0,00","0","0","0"
"26.8.2014","53.500,00","","","53.500,00","0,00","0","0","0"
"27.8.2014","53.500,00","","","53.500,00","0,00","0","0","0"
"29.8.2014","53.500,00","","","53.500,00","0,00","0","0","0"
"01.9.2014","53.500,00","53.500,00","53.000,00","53.490,00","-0,02","50","2.674.500","2.674.500"
"02.9.2014","53.500,00","53.500,00","53.500,00","53.500,00","0,02","65","3.477.500","3.477.500"
"03.9.2014","53.500,00","","","53.500,00","0,00","0","0","0"
"04.9.2014","53.500,00","","","53.500,00","0,00","0","0","0"
"05.9.2014","53.500,00","","","53.500,00","0,00","0","0","0"
"09.9.2014","53.500,00","53.500,00","53.500,00","53.500,00","0,00","12","642.000","642.000"
"10.9.2014","53.500,00","53.500,00","53.500,00","53.500,00","0,00","4","214.000","214.000"
"11.9.2014","54.000,00","54.000,00","54.000,00","54.000,00","0,93","10","540.000","540.000"
"12.9.2014","54.000,00","","","54.000,00","0,00","0","0","0"
"15.9.2014","54.000,00","","","54.000,00","0,00","0","0","0"
"16.9.2014","54.000,00","","","54.000,00","0,00","0","0","0"
"17.9.2014","54.000,00","","","54.000,00","0,00","0","0","0"
"18.9.2014","54.000,00","","","54.000,00","0,00","0","0","0"
"19.9.2014","53.000,00","53.000,00","53.000,00","53.000,00","-1,85","4","212.000","212.000"
"22.9.2014","53.000,00","53.000,00","53.000,00","53.000,00","0,00","25","1.325.000","1.325.000"
"23.9.2014","53.000,00","53.000,00","53.000,00","53.000,00","0,00","10","530.000","530.000"
"24.9.2014","53.000,00","","","53.000,00","0,00","0","0","0"
"25.9.2014","53.000,00","53.000,00","53.000,00","53.000,00","0,00","4","212.000","212.000"
"26.9.2014","53.000,00","","","53.000,00","0,00","0","0","0"
"29.9.2014","53.000,00","","","53.000,00","0,00","0","0","0"
"30.9.2014","53.000,00","","","53.000,00","0,00","0","0","0"
"01.10.2014","53.000,00","","","53.000,00","0,00","0","0","0"
"02.10.2014","53.000,00","53.500,00","53.000,00","53.052,63","0,10","19","1.008.000","1.008.000"
"03.10.2014","53.500,00","53.500,00","53.000,00","53.375,00","0,61","4","213.500","213.500"
"06.10.2014","53.500,00","","","53.375,00","0,00","0","0","0"
"07.10.2014","53.500,00","","","53.375,00","0,00","0","0","0"
"08.10.2014","53.500,00","","","53.375,00","0,00","0","0","0"
"09.10.2014","53.500,00","","","53.375,00","0,00","0","0","0"
"10.10.2014","54.000,00","54.000,00","54.000,00","54.000,00","1,17","2","108.000","108.000"
"13.10.2014","54.000,00","","","54.000,00","0,00","0","0","0"
"14.10.2014","54.000,00","","","54.000,00","0,00","0","0","0"
"15.10.2014","54.000,00","54.000,00","54.000,00","54.000,00","0,00","1","54.000","54.000"
"16.10.2014","54.000,00","","","54.000,00","0,00","0","0","0"
"17.10.2014","54.000,00","54.000,00","54.000,00","54.000,00","0,00","3","162.000","162.000"
"20.10.2014","54.000,00","","","54.000,00","0,00","0","0","0"
"21.10.2014","55.620,00","55.620,00","55.620,00","55.620,00","3,00","1","55.620","55.620"
"22.10.2014","55.620,00","","","55.620,00","0,00","0","0","0"
"24.10.2014","55.620,00","55.620,00","55.620,00","55.620,00","0,00","1","55.620","55.620"
"27.10.2014","55.620,00","","","55.620,00","0,00","0","0","0"
"28.10.2014","55.620,00","","","55.620,00","0,00","0","0","0"
"29.10.2014","55.600,00","55.601,00","55.600,00","55.600,08","-0,04","13","722.801","722.801"
"30.10.2014","55.600,00","","","55.600,08","0,00","0","0","0"
"31.10.2014","56.500,00","56.500,00","56.500,00","56.500,00","1,62","11","621.500","621.500"
"03.11.2014","56.500,00","","","56.500,00","0,00","0","0","0"
"04.11.2014","56.500,00","","","56.500,00","0,00","0","0","0"
"05.11.2014","56.500,00","56.500,00","56.500,00","56.500,00","0,00","1","56.500","56.500"
"06.11.2014","56.500,00","","","56.500,00","0,00","0","0","0"
"07.11.2014","56.500,00","56.500,00","56.500,00","56.500,00","0,00","3","169.500","169.500"
"10.11.2014","56.500,00","","","56.500,00","0,00","0","0","0"
"11.11.2014","56.500,00","","","56.500,00","0,00","0","0","0"
"12.11.2014","56.500,00","","","56.500,00","0,00","0","0","0"
"13.11.2014","56.500,00","","","56.500,00","0,00","0","0","0"
"14.11.2014","55.500,00","55.500,00","55.500,00","55.500,00","-1,77","7","388.500","388.500"
"17.11.2014","55.500,00","55.500,00","55.500,00","55.500,00","0,00","7","388.500","388.500"
"18.11.2014","55.500,00","","","55.500,00","0,00","0","0","0"
"19.11.2014","55.500,00","","","55.500,00","0,00","0","0","0"
"20.11.2014","55.500,00","","","55.500,00","0,00","0","0","0"
"21.11.2014","55.500,00","","","55.500,00","0,00","0","0","0"
"24.11.2014","55.500,00","","","55.500,00","0,00","0","0","0"
"25.11.2014","56.000,00","56.000,00","56.000,00","56.000,00","0,90","102","5.712.000","5.712.000"
"26.11.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"27.11.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"28.11.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"01.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"02.12.2014","55.500,00","55.500,00","55.500,00","55.500,00","-0,89","10","555.000","555.000"
"04.12.2014","55.500,00","55.500,00","55.500,00","55.500,00","0,00","14","777.000","777.000"
"05.12.2014","56.000,00","56.000,00","56.000,00","56.000,00","0,90","307","17.192.000","17.192.000"
"09.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"10.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"11.12.2014","56.000,00","56.000,00","56.000,00","56.000,00","0,00","7","392.000","392.000"
"12.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"15.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"16.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"17.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"18.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"19.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"22.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"23.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"24.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"25.12.2014","56.000,00","","","56.000,00","0,00","0","0","0"
"26.12.2014","57.000,00","57.000,00","57.000,00","57.000,00","1,79","5","285.000","285.000"
"29.12.2014","57.001,00","57.001,00","57.001,00","57.001,00","0,00","3","171.003","171.003"
"30.12.2014","57.001,00","","","57.001,00","0,00","0","0","0"
"02.1.2015","57.001,00","","","57.001,00","0,00","0","0","0"
"05.1.2015","57.001,00","","","57.001,00","0,00","0","0","0"
"08.1.2015","57.001,00","","","57.001,00","0,00","0","0","0"
"09.1.2015","57.001,00","","","57.001,00","0,00","0","0","0"
"12.1.2015","57.001,00","","","57.001,00","0,00","0","0","0"
"13.1.2015","57.001,00","","","57.001,00","0,00","0","0","0"
"14.1.2015","57.001,00","","","57.001,00","0,00","0","0","0"
"15.1.2015","57.001,00","","","57.001,00","0,00","0","0","0"
"16.1.2015","57.000,00","57.000,00","57.000,00","57.000,00","0,00","10","570.000","570.000"
"20.1.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"21.1.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"22.1.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"23.1.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"26.1.2015","57.000,00","57.000,00","57.000,00","57.000,00","0,00","15","855.000","855.000"
"27.1.2015","57.000,00","57.000,00","57.000,00","57.000,00","0,00","5","285.000","285.000"
"28.1.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"29.1.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"30.1.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"02.2.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"03.2.2015","57.500,00","57.500,00","57.500,00","57.500,00","0,88","2","115.000","115.000"
"04.2.2015","57.900,00","58.000,00","57.900,00","57.990,91","0,85","11","637.900","637.900"
"05.2.2015","57.900,00","57.900,00","57.900,00","57.900,00","-0,16","2","115.800","115.800"
"06.2.2015","57.900,00","","","57.900,00","0,00","0","0","0"
"09.2.2015","57.999,00","57.999,00","57.999,00","57.999,00","0,17","2","115.998","115.998"
"10.2.2015","57.999,00","","","57.999,00","0,00","0","0","0"
"11.2.2015","57.999,00","","","57.999,00","0,00","0","0","0"
"12.2.2015","57.999,00","","","57.999,00","0,00","0","0","0"
"13.2.2015","57.999,00","","","57.999,00","0,00","0","0","0"
"16.2.2015","57.999,00","","","57.999,00","0,00","0","0","0"
"17.2.2015","57.999,00","","","57.999,00","0,00","0","0","0"
"18.2.2015","57.999,00","","","57.999,00","0,00","0","0","0"
"19.2.2015","57.999,00","","","57.999,00","0,00","0","0","0"
"20.2.2015","57.999,00","","","57.999,00","0,00","0","0","0"
"23.2.2015","57.999,00","","","57.999,00","0,00","0","0","0"
"24.2.2015","57.999,00","","","57.999,00","0,00","0","0","0"
"25.2.2015","57.999,00","","","57.999,00","0,00","0","0","0"
"26.2.2015","57.999,00","57.999,00","57.900,00","57.966,00","-0,06","6","347.796","347.796"
"27.2.2015","57.999,00","","","57.966,00","0,00","0","0","0"
"02.3.2015","57.999,00","","","57.966,00","0,00","0","0","0"
"03.3.2015","57.999,00","","","57.966,00","0,00","0","0","0"
"04.3.2015","57.999,00","","","57.966,00","0,00","0","0","0"
"05.3.2015","58.000,00","58.000,00","58.000,00","58.000,00","0,06","5","290.000","290.000"
"06.3.2015","58.000,00","","","58.000,00","0,00","0","0","0"
"09.3.2015","58.000,00","58.000,00","58.000,00","58.000,00","0,00","2","116.000","116.000"
"10.3.2015","58.000,00","","","58.000,00","0,00","0","0","0"
"11.3.2015","58.000,00","","","58.000,00","0,00","0","0","0"
"12.3.2015","57.001,00","57.001,00","57.001,00","57.001,00","-1,72","5","285.005","285.005"
"13.3.2015","57.001,00","","","57.001,00","0,00","0","0","0"
"16.3.2015","57.000,00","57.000,00","57.000,00","57.000,00","0,00","1","57.000","57.000"
"17.3.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"18.3.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"19.3.2015","57.000,00","57.000,00","57.000,00","57.000,00","0,00","1","57.000","57.000"
"20.3.2015","57.000,00","57.000,00","57.000,00","57.000,00","0,00","1","57.000","57.000"
"23.3.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"24.3.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"25.3.2015","57.000,00","57.000,00","57.000,00","57.000,00","0,00","2","114.000","114.000"
"26.3.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"27.3.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"30.3.2015","56.999,00","56.999,00","56.999,00","56.999,00","0,00","2","113.998","113.998"
"31.3.2015","56.999,00","","","56.999,00","0,00","0","0","0"
"01.4.2015","57.000,00","57.000,00","57.000,00","57.000,00","0,00","15","855.000","855.000"
"02.4.2015","57.000,00","57.000,00","57.000,00","57.000,00","0,00","5","285.000","285.000"
"03.4.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"06.4.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"07.4.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"08.4.2015","57.000,00","","","57.000,00","0,00","0","0","0"
"09.4.2015","57.000,00","57.000,00","56.990,00","56.998,00","0,00","10","569.980","569.980"
"14.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"15.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"16.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"17.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"20.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"21.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"22.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"23.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"24.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"27.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"28.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"29.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"30.4.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"04.5.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"05.5.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"06.5.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"07.5.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"08.5.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"11.5.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"12.5.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"13.5.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"14.5.2015","57.000,00","","","56.998,00","0,00","0","0","0"
"15.5.2015","53.000,00","53.000,00","53.000,00","53.000,00","-7,01","3","159.000","159.000"
"18.5.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"19.5.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"20.5.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"21.5.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"22.5.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"26.5.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"27.5.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"28.5.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"01.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"02.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"03.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"04.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"05.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"08.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"09.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"10.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"11.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"12.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"15.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"16.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"17.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"18.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"19.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"22.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"23.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"24.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"25.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"26.6.2015","53.000,00","","","53.000,00","0,00","0","0","0"
"29.6.2015","51.500,00","51.500,00","51.500,00","51.500,00","-2,83","1","51.500","51.500"
"30.6.2015","51.500,00","","","51.500,00","0,00","0","0","0"
"01.7.2015","51.500,00","51.500,00","51.500,00","51.500,00","0,00","25","1.287.500","1.287.500"
"02.7.2015","51.000,00","51.000,00","51.000,00","51.000,00","-0,97","1","51.000","51.000"
"03.7.2015","51.000,00","","","51.000,00","0,00","0","0","0"
"06.7.2015","51.000,00","","","51.000,00","0,00","0","0","0"
"07.7.2015","51.000,00","51.000,00","51.000,00","51.000,00","0,00","10","510.000","510.000"
"08.7.2015","51.000,00","","","51.000,00","0,00","0","0","0"
"09.7.2015","51.000,00","51.000,00","51.000,00","51.000,00","0,00","1","51.000","51.000"
"10.7.2015","51.000,00","","","51.000,00","0,00","0","0","0"
